name	type	description	sampling_frequency	high_cutoff	low_cutoff	notch	software_filters	status
MISC205	MISC	n/a	1100	Inf	0	0	none	good
MISC206	MISC	n/a	1100	Inf	0	0	none	good
MISC301	MISC	n/a	1100	Inf	0	0	none	good
MISC302	MISC	n/a	1100	Inf	0	0	none	good
MISC303	MISC	n/a	1100	Inf	0	0	none	good
MISC304	MISC	n/a	1100	Inf	0	0	none	good
MISC305	MISC	n/a	1100	Inf	0	0	none	good
MISC306	MISC	n/a	1100	Inf	0	0	none	good
CHPI001	MISC	n/a	1100	Inf	0	0	none	good
CHPI002	MISC	n/a	1100	Inf	0	0	none	good
CHPI003	MISC	n/a	1100	Inf	0	0	none	good
CHPI004	MISC	n/a	1100	Inf	0	0	none	good
CHPI005	MISC	n/a	1100	Inf	0	0	none	good
CHPI006	MISC	n/a	1100	Inf	0	0	none	good
CHPI007	MISC	n/a	1100	Inf	0	0	none	good
CHPI008	MISC	n/a	1100	Inf	0	0	none	good
CHPI009	MISC	n/a	1100	Inf	0	0	none	good
