onset	duration	value	HED
1347.181641	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1347.964844	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1348.913086	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1349.746094	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1350.115234	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1350.611328	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1350.922852	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1351.394531	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1352.176758	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1353.091797	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1353.875	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1354.874023	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1355.87207	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1356.211914	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1356.688477	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1357.603516	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1358.436523	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1358.755859	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1359.301758	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1360.201172	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1361	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1361.982422	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1362.329102	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1362.881836	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1363.796875	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1364.125977	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1364.679688	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1365.03418	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1365.578125	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1366.427734	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1366.740234	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1367.209961	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1368.109375	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1368.991211	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1369.757813	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1370.606445	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1371.421875	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1371.777344	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1372.288086	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1372.594727	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1373.15332	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1374.135742	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1375.068359	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1375.900391	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1376.359375	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1376.75	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1377.045898	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1377.665039	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1378.498047	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1379.463867	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1380.279297	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1380.628906	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1381.111328	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1382.110352	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1382.976563	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1383.808594	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1384.171875	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1384.807617	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1385.606445	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1386.62207	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1387.571289	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1388.370117	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1388.764648	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1389.286133	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1389.683594	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1390.268555	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1391.03418	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1391.966797	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1392.798828	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1393.166016	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1393.564453	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1394.397461	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1395.295898	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1395.638672	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1396.128906	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1396.577148	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1396.911133	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1397.28418	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1397.709961	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1398.708984	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1399.524414	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1400.44043	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1401.439453	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1402.338867	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1403.137695	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1403.582031	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1403.919922	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1404.298828	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1404.786133	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1405.68457	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1406.517578	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1407.499023	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1408.481445	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1408.821289	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1409.430664	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1409.729492	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1410.34668	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1411.294922	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1412.12793	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1413.09375	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1413.90918	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1414.261719	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1414.791992	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1415.723633	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1416.119141	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1416.606445	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1417.47168	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1417.875	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1418.454102	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1419.320313	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1419.651367	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1420.152344	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1421.101563	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1422.100586	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1423.06543	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1424.047852	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1424.425781	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1424.831055	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1425.629883	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1426.000977	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1426.579102	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1427.444336	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1428.34375	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1429.275391	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1430.075195	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1430.613281	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1431.040039	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1431.663086	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1431.823242	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1432.805664	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1433.720703	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1434.719727	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1435.094727	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1435.501953	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1436.467773	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1436.871094	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1437.383789	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1438.282227	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1439.181641	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1439.545898	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1440.197266	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1441.045898	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1441.845703	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1442.793945	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1443.676758	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1444.098633	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1444.576172	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1445.375	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1445.753906	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1446.273438	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1447.206055	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1448.004883	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1448.970703	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1449.357422	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1449.787109	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1450.735352	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1451.568359	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1452.5	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1452.900391	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1453.349609	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1454.332031	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1454.767578	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1455.24707	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1456.163086	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1457.095703	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1457.523438	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1458.111328	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1459.009766	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1459.612305	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1459.90918	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1460.84082	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1461.740234	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1462.739258	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1463.125	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1463.621094	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1464.00293	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1464.570313	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1465.436523	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1466.235352	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1467.03418	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1467.933594	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1468.765625	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1469.211914	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1469.631836	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1470.614258	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1470.917969	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1473.6133	33.5879	out_task	Task-property, Temporal-marker, Organizational-property, Time-block
1473.6133	40.5879	manual	Artifact, Time-block
1502.999023	0	boundary	Experiment-procedure, Recording
1506.1973	8.0039	in_leadup_fhbc_onset	Onset, Task-property, Temporal-marker, Organizational-property, Time-block
1507.2012	270.5586	in_task_fhbc_onset	Organizational-property, Time-block
1510.198242	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1510.599609	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1511.063477	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1511.962891	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1512.862305	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1513.244141	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1513.677734	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1514.676758	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1515.475586	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1515.858398	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1516.274414	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1517.157227	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1518.15625	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1518.938477	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1519.737305	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1520.158203	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1520.586914	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1521.402344	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1521.833008	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1522.235352	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1523.166992	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1524.049805	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1524.458008	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1524.881836	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1525.831055	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1526.763672	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1527.132813	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1527.612305	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1528.411133	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1528.807617	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1529.376953	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1530.326172	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1531.192383	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1531.991211	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1532.889648	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1533.289063	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1533.65625	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1534.47168	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1534.833984	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1535.237305	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1536.186523	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1537.068359	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1537.478516	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1538.017578	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1538.950195	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1539.798828	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1540.213867	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1540.631836	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1541.430664	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1542.246094	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1542.646484	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1543.162109	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1543.776367	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1544.144531	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1545.043945	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1545.90918	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1546.791992	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1547.790039	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1548.739258	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1549.638672	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1550.054688	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1550.487305	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1551.469727	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1551.791016	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1552.46875	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1553.467773	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1553.728516	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1554.433594	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1555.31543	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1556.081055	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1556.423828	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1556.847656	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1557.845703	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1558.612305	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1559.411133	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1559.987305	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1560.393555	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1561.291992	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1562.241211	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1562.581055	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1563.240234	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1564.15625	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1565.071289	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1566.003906	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1566.886719	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1567.868164	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1568.223633	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1568.651367	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1569.433594	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
1570.332031	0	face-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
1571.231445	0	checker-left	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Leftward, Target
1571.71582	0	press-left	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1572.097656	0	face-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
1573.029297	0	checker-right	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Rightward, Target
1573.441406	0	press-right	Agent-action, Experiment-participant, Participant-response, (Press, Keyboard-key)
1573.794922	0	house-inverted	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
1574.611328	0	house-upright	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
